Date,Open,High,Low,Close,Adj Close,Volume
1991-10-01,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-02,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-03,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-04,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-07,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-08,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-09,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-10,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-11,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-14,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-15,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-16,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-17,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-18,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-21,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-22,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-23,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-24,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-25,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-28,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-29,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-10-30,6.786620140075684,6.786620140075684,6.786620140075684,6.786620140075684,1.2642817497253418,0
1991-11-01,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-04,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-05,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-06,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-07,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-08,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-11,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-12,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-13,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-14,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-15,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-18,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-19,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-20,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-21,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-22,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-25,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-26,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-27,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-11-28,7.507322788238525,7.507322788238525,7.507322788238525,7.507322788238525,1.3985414505004883,0
1991-12-02,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-03,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-04,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-05,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-06,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-09,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-10,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-11,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-12,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
1991-12-13,7.407225131988525,7.407225131988525,7.407225131988525,7.407225131988525,1.3798946142196655,0
