00000000000573 2012-05-180038.2299995422363338.229999542.04900000000000000000045
00000000000168 2012-05-21034.02999877929687534.029998736.52900036.65999984741211
00000000000101 2012-05-220000000000000000031000000003132.61000033.59000015258789
00000000000073 2012-05-230000000000000000032000000003231.370000000000000000032.5
00000000000050 2012-05-24033.02999877929687533.029998732.9500033.209999084472656
00000000000037 2012-05-250031.9099998474121131.909999832.90000032.95000076293945
00000000000078 2012-05-290028.8400001525878928.840000131.4790031.690000534057617
00000000000057 2012-05-30028.19000053405761728.190000528.7000029.549999237060547
00000000000111 2012-05-31029.60000038146972729.600000328.5490029.670000076293945
00000000000041 2012-06-01027.71999931335449227.719999328.8890029.149999618530273
00000000000035 2012-06-04026.89999961853027326.899999627.2000027.649999618530273
00000000000042 2012-06-0500025.870000839233425.870000826.7000027.760000228881836
00000000000061 2012-06-06026.80999946594238326.809999426.0690027.170000076293945
00000000000026 2012-06-07026.30999946594238326.30999940000270027.350000381469727
00000000000038 2012-06-08027.10000038146972727.100000326.5490027.760000228881836
00000000000028 2012-06-11027.01000022888183627.010000227.18000028.06999969482422
00000000000015 2012-06-12027.39999961853027327.399999627.4790027.770000457763672
00000000000017 2012-06-13027.27000045776367227.270000427.6590028.100000381469727
00000000000016 2012-06-14028.29000091552734428.290000927.64900028.31999969482422
00000000000043 2012-06-15030.01000022888183630.010000228.5100030.100000381469727
00000000000042 2012-06-180031.4099998474121131.409999829.95900032.08000183105469
00000000000030 2012-06-190031.9099998474121131.909999831.54000032.18000030517578
00000000000015 2012-06-20031.60000038146972731.600000331.92000031.93000030517578
00000000000021 2012-06-210031.8400001525878931.840000131.670000000000000000032.5
00000000000074 2012-06-220033.0499992370605533.049999232.40900033.45000076293945
00000000000024 2012-06-25032.06000137329101632.060001332.86000033.02000045776367
00000000000024 2012-06-26033.09999847412109433.099998432.6890033.439998626708984
00000000000028 2012-06-270032.2299995422363332.229999532.4590032.900001525878906
00000000000017 2012-06-28031.36000061035156231.360000631.9590032.189998626708984
00000000000019 2012-06-29031.10000038146972731.100000331.9200031.989999771118164
00000000000014 2012-07-02030.77000045776367230.7700004031.250031.729999542236328
00000000000008 2012-07-03031.20000076293945331.200000730.9090031.440000534057617
00000000000010 2012-07-05031.46999931335449231.469999331.319000031.6299991607666
00000000000010 2012-07-06031.72999954223632831.729999531.4400031.899999618530273
00000000000017 2012-07-090032.1699981689453132.169998132.0990032.880001068115234
00000000000014 2012-07-10031.46999931335449231.469999332.43000032.47999954223633
00000000000013 2012-07-11030.96999931335449230.969999331.4790031.559999465942383
00000000000011 2012-07-12030.80999946594238330.809999430.7000031.399999618530273
00000000000008 2012-07-13030.71999931335449230.719999331.04000031.06999969482422
00000000000024 2012-07-160000000000000028.250000028.250030.5000000000000000030.5
