00000000000005 2015-07-06036.70999908447265636.709999000003800000000000000039.75
00000000000007 2015-07-07036.61999893188476636.619998937.7200037.810001373291016
00000000000005 2015-07-080034.7000007629394534.700000736.34000036.36000061035156
00000000000003 2015-07-0900000000000000034.500000034.535.09900035.52000045776367
00000000000004 2015-07-10034.68999862670898434.689998634.6590035.189998626708984
00000000000007 2015-07-13036.77999877929687536.779998735.590000000000000000037.5
00000000000004 2015-07-140036.9300003051757836.930000336.990000037.7400016784668
00000000000013 2015-07-1500037.509998321533237.509998337.97900038.20000076293945
00000000000021 2015-07-16038.63000106811523438.630001038.8190039.970001220703125
00000000000045 2015-07-170038.3899993896484438.389999339.41900040.20000076293945
00000000000052 2015-07-20040.47000122070312540.470001241.45900042.54999923706055
00000000000032 2015-07-21039.34999847412109439.349998441.08000041.11000061035156
00000000000025 2015-07-220038.3899993896484438.389999339.3490039.720001220703125
00000000000019 2015-07-2300037.009998321533237.009998338.74000000000000000038.75
00000000000014 2015-07-240000000000000000037000000003737.70900000000000000000038
00000000000016 2015-07-270036.3899993896484436.389999336.7790037.380001068115234
00000000000018 2015-07-28037.59999847412109437.599998437.18900000000000000000038
00000000000011 2015-07-290037.9500007629394537.950000738.0290038.099998474121094
00000000000013 2015-07-300038.4500007629394538.450000738.040000039.0099983215332
00000000000012 2015-07-310038.7000007629394538.700000739.13900039.20000076293945
00000000000015 2015-08-030039.3899993896484439.3899993039.250039.880001068115234
00000000000010 2015-08-040038.9500007629394538.950000739.90900039.90999984741211
00000000000009 2015-08-050039.2700004577636739.270000439.7000039.880001068115234
00000000000007 2015-08-06038.84999847412109438.849998439.630000039.7400016784668
00000000000008 2015-08-07039.13000106811523439.130001039.04000039.22999954223633
00000000000007 2015-08-100039.0499992370605539.049999239.4300039.689998626708984
00000000000008 2015-08-11038.84999847412109438.849998438.9300039.279998779296875
00000000000021 2015-08-12038.18999862670898438.189998638.54900038.58000183105469
00000000000007 2015-08-13037.61999893188476637.619998938.400000038.4900016784668
00000000000006 2015-08-140038.1399993896484438.139999337.49000038.18000030517578
00000000000004 2015-08-170038.7299995422363338.729999538.29900000000000000038.75
00000000000004 2015-08-1800037.990001678466837.990001600003900000000000000000039
